time (s), mass (kg), angle, angle of attack, speed (m/s), mach, Cd, Gs, distance (m), altitude (m), thrust magnitude (N), drag magnitude (N), acc_x (m/s^2), acc_y (m/s^2), thrust_x (N), thrust_y (N), drag_x (N), drag_y (N), vel_x (m/s), vel_y (m/s), air_density (kg/m^3), speed of sound (m/s)
185.001850,6.000000,-107.563134,-90.000000,16.569650,0.050217,0.750000,0.001252,-82.007622,981.682277,0.000000,58.933704,-0.000000,0.012284,-0.000000,-0.000000,-0.000000,58.933704,-5.000000,-15.797257,1.113645,336.505271
186.001860,6.000000,-107.575935,-90.000000,16.557963,0.050174,0.750000,0.001249,-87.007672,965.891028,0.000000,58.933522,-0.000000,0.012253,-0.000000,-0.000000,-0.000000,58.933522,-5.000000,-15.784997,1.115372,336.566436
187.001870,6.000000,-107.588726,-90.000000,16.546302,0.050131,0.750000,0.001245,-92.007722,950.112027,0.000000,58.933258,-0.000000,0.012209,-0.000000,-0.000000,-0.000000,58.933258,-5.000000,-15.772765,1.117098,336.627552
188.001880,6.000000,-107.601522,-90.000000,16.534653,0.050088,0.750000,0.001246,-97.007772,934.345245,0.000000,58.933327,-0.000000,0.012221,-0.000000,-0.000000,-0.000000,58.933327,-5.000000,-15.760544,1.118832,336.688619
189.001890,6.000000,-107.614291,-90.000000,16.523047,0.050045,0.750000,0.001239,-102.007822,918.590671,0.000000,58.932914,-0.000000,0.012152,-0.000000,-0.000000,-0.000000,58.932914,-5.000000,-15.748368,1.120555,336.749637
190.001900,6.000000,-107.627055,-90.000000,16.511462,0.050002,0.750000,0.001239,-107.007872,902.848254,0.000000,58.932906,-0.000000,0.012151,-0.000000,-0.000000,-0.000000,58.932906,-5.000000,-15.736212,1.122287,336.811031
191.001910,6.000000,-107.639819,-90.000000,16.499893,0.049959,0.750000,0.001236,-112.007922,887.117987,0.000000,58.932743,-0.000000,0.012124,-0.000000,-0.000000,-0.000000,58.932743,-5.000000,-15.724073,1.124017,336.872087
192.001920,6.000000,-107.652577,-90.000000,16.488348,0.049917,0.750000,0.001240,-117.007972,871.399843,0.000000,58.933000,-0.000000,0.012167,-0.000000,-0.000000,-0.000000,58.933000,-5.000000,-15.711958,1.125756,336.933101
193.001930,6.000000,-107.665352,-90.000000,16.476803,0.049874,0.750000,0.001231,-122.008022,855.693824,0.000000,58.932450,-0.000000,0.012075,-0.000000,-0.000000,-0.000000,58.932450,-5.000000,-15.699842,1.127484,336.994072
194.001940,6.000000,-107.678098,-90.000000,16.465303,0.049832,0.750000,0.001232,-127.008072,839.999887,0.000000,58.932486,-0.000000,0.012082,-0.000000,-0.000000,-0.000000,58.932486,-5.000000,-15.687772,1.129220,337.055000
195.001950,6.000000,-107.690838,-90.000000,16.453824,0.049789,0.750000,0.001230,-132.008122,824.318013,0.000000,58.932409,-0.000000,0.012069,-0.000000,-0.000000,-0.000000,58.932409,-5.000000,-15.675724,1.130955,337.115728
196.001960,6.000000,-107.703570,-90.000000,16.442369,0.049747,0.750000,0.001227,-137.008172,808.648178,0.000000,58.932240,-0.000000,0.012041,-0.000000,-0.000000,-0.000000,58.932240,-5.000000,-15.663700,1.132689,337.176407
197.001970,6.000000,-107.716302,-90.000000,16.430932,0.049705,0.750000,0.001222,-142.008222,792.990355,0.000000,58.931924,-0.000000,0.011988,-0.000000,-0.000000,-0.000000,58.931924,-5.000000,-15.651694,1.134421,337.237039
198.001980,6.000000,-107.729015,-90.000000,16.419528,0.049663,0.750000,0.001219,-147.008272,777.344522,0.000000,58.931762,-0.000000,0.011958,-0.000000,-0.000000,-0.000000,58.931762,-5.000000,-15.639722,1.136155,337.297622
199.001990,6.000000,-107.741732,-90.000000,16.408137,0.049621,0.750000,0.001217,-152.008322,761.710657,0.000000,58.931599,-0.000000,0.011934,-0.000000,-0.000000,-0.000000,58.931599,-5.000000,-15.627762,1.137892,337.358013
200.002000,6.000000,-107.754445,-90.000000,16.396766,0.049579,0.750000,0.001215,-157.008372,746.088738,0.000000,58.931486,-0.000000,0.011915,-0.000000,-0.000000,-0.000000,58.931486,-5.000000,-15.615823,1.139630,337.418645
201.002010,6.000000,-107.767145,-90.000000,16.385423,0.049537,0.750000,0.001212,-162.008422,730.478745,0.000000,58.931315,-0.000000,0.011887,-0.000000,-0.000000,-0.000000,58.931315,-5.000000,-15.603913,1.141367,337.479085
202.002020,6.000000,-107.779839,-90.000000,16.374102,0.049495,0.750000,0.001211,-167.008472,714.880654,0.000000,58.931321,-0.000000,0.011885,-0.000000,-0.000000,-0.000000,58.931321,-5.000000,-15.592024,1.143109,337.539477
203.002030,6.000000,-107.792537,-90.000000,16.362794,0.049454,0.750000,0.001208,-172.008522,699.294443,0.000000,58.931097,-0.000000,0.011851,-0.000000,-0.000000,-0.000000,58.931097,-5.000000,-15.580149,1.144848,337.599469
204.002040,6.000000,-107.805219,-90.000000,16.351517,0.049412,0.750000,0.001208,-177.008572,683.720093,0.000000,58.931122,-0.000000,0.011855,-0.000000,-0.000000,-0.000000,58.931122,-5.000000,-15.568304,1.146591,337.659980
205.002050,6.000000,-107.817888,-90.000000,16.340267,0.049371,0.750000,0.001207,-182.008622,668.157572,0.000000,58.931052,-0.000000,0.011840,-0.000000,-0.000000,-0.000000,58.931052,-5.000000,-15.556488,1.148332,337.719448
206.002060,6.000000,-107.830558,-90.000000,16.329033,0.049329,0.750000,0.001202,-187.008672,652.606861,0.000000,58.930755,-0.000000,0.011791,-0.000000,-0.000000,-0.000000,58.930755,-5.000000,-15.544688,1.150070,337.779876
207.002070,6.000000,-107.843227,-90.000000,16.317816,0.049288,0.750000,0.001199,-192.008722,637.067942,0.000000,58.930591,-0.000000,0.011767,-0.000000,-0.000000,-0.000000,58.930591,-5.000000,-15.532905,1.151813,337.839728
208.002080,6.000000,-107.855879,-90.000000,16.306630,0.049247,0.750000,0.001195,-197.008772,621.540791,0.000000,58.930357,-0.000000,0.011724,-0.000000,-0.000000,-0.000000,58.930357,-5.000000,-15.521153,1.153553,337.899837
209.002090,6.000000,-107.868532,-90.000000,16.295459,0.049206,0.750000,0.001194,-202.008822,606.025382,0.000000,58.930249,-0.000000,0.011710,-0.000000,-0.000000,-0.000000,58.930249,-5.000000,-15.509416,1.155297,337.959898
210.002100,6.000000,-107.881181,-90.000000,16.284308,0.049165,0.750000,0.001192,-207.008872,590.521700,0.000000,58.930142,-0.000000,0.011692,-0.000000,-0.000000,-0.000000,58.930142,-5.000000,-15.497700,1.157043,338.019913
211.002110,6.000000,-135.800755,-90.000000,6.974281,0.022844,0.750000,0.597821,-212.008922,577.596633,0.000000,92.923744,-0.000000,5.864622,-0.000000,-0.000000,-0.000000,92.923744,-5.000000,-4.862159,1.158496,338.069613
212.002120,6.000000,-142.229826,-90.000000,6.325319,0.021125,0.750000,0.002812,-217.008972,573.549117,0.000000,59.021453,-0.000000,0.027590,-0.000000,-0.000000,-0.000000,59.021453,-5.000000,-3.874230,1.158952,338.085804
213.002130,6.000000,-142.271867,-90.000000,6.321727,0.021115,0.750000,0.000091,-222.009022,569.679393,0.000000,58.865308,-0.000000,0.000889,-0.000000,-0.000000,-0.000000,58.865308,-5.000000,-3.868362,1.159395,338.100282
214.002140,6.000000,-142.277287,-90.000000,6.321264,0.021113,0.750000,0.000075,-227.009072,565.811379,0.000000,58.864403,-0.000000,0.000734,-0.000000,-0.000000,-0.000000,58.864403,-5.000000,-3.867606,1.159831,338.115660
215.002150,6.000000,-142.282486,-90.000000,6.320820,0.021111,0.750000,0.000075,-232.009122,561.944097,0.000000,58.864421,-0.000000,0.000738,-0.000000,-0.000000,-0.000000,58.864421,-5.000000,-3.866881,1.160266,338.130224
216.002160,6.000000,-142.287680,-90.000000,6.320377,0.021108,0.750000,0.000075,-237.009172,558.077540,0.000000,58.864429,-0.000000,0.000738,-0.000000,-0.000000,-0.000000,58.864429,-5.000000,-3.866157,1.160701,338.145690
217.002170,6.000000,-142.292921,-90.000000,6.319930,0.021106,0.750000,0.000072,-242.009222,554.211714,0.000000,58.864265,-0.000000,0.000711,-0.000000,-0.000000,-0.000000,58.864265,-5.000000,-3.865426,1.161137,338.160153
218.002180,6.000000,-142.298115,-90.000000,6.319487,0.021104,0.750000,0.000072,-247.009272,550.346614,0.000000,58.864264,-0.000000,0.000711,-0.000000,-0.000000,-0.000000,58.864264,-5.000000,-3.864702,1.161572,338.175614
219.002190,6.000000,-142.303306,-90.000000,6.319045,0.021102,0.750000,0.000072,-252.009322,546.482237,0.000000,58.864265,-0.000000,0.000711,-0.000000,-0.000000,-0.000000,58.864265,-5.000000,-3.863978,1.162007,338.190071
220.002200,6.000000,-142.308538,-90.000000,6.318599,0.021100,0.750000,0.000075,-257.009372,542.618584,0.000000,58.864428,-0.000000,0.000738,-0.000000,-0.000000,-0.000000,58.864428,-5.000000,-3.863249,1.162449,338.204835
221.002210,6.000000,-142.313722,-90.000000,6.318157,0.021098,0.750000,0.000075,-262.009422,538.755660,0.000000,58.864393,-0.000000,0.000732,-0.000000,-0.000000,-0.000000,58.864393,-5.000000,-3.862527,1.162883,338.219977
222.002220,6.000000,-142.318898,-90.000000,6.317716,0.021096,0.750000,0.000074,-267.009472,534.893459,0.000000,58.864382,-0.000000,0.000730,-0.000000,-0.000000,-0.000000,58.864382,-5.000000,-3.861806,1.163317,338.234873
223.002230,6.000000,-142.324154,-90.000000,6.317269,0.021094,0.750000,0.000073,-272.009522,531.031983,0.000000,58.864281,-0.000000,0.000714,-0.000000,-0.000000,-0.000000,58.864281,-5.000000,-3.861073,1.163756,338.249872
224.002240,6.000000,-142.329328,-90.000000,6.316828,0.021092,0.750000,0.000073,-277.009572,527.171232,0.000000,58.864284,-0.000000,0.000714,-0.000000,-0.000000,-0.000000,58.864284,-5.000000,-3.860353,1.164191,338.264315
225.002250,6.000000,-142.334512,-90.000000,6.316387,0.021090,0.750000,0.000075,-282.009622,523.311201,0.000000,58.864409,-0.000000,0.000735,-0.000000,-0.000000,-0.000000,58.864409,-5.000000,-3.859631,1.164629,338.279755
226.002260,6.000000,-142.339692,-90.000000,6.315946,0.021088,0.750000,0.000073,-287.009672,519.451897,0.000000,58.864324,-0.000000,0.000720,-0.000000,-0.000000,-0.000000,58.864324,-5.000000,-3.858909,1.165063,338.294192
227.002270,6.000000,-142.344944,-90.000000,6.315500,0.021085,0.750000,0.000074,-292.009722,515.593316,0.000000,58.864326,-0.000000,0.000722,-0.000000,-0.000000,-0.000000,58.864326,-5.000000,-3.858178,1.165505,338.309627
228.002280,6.000000,-142.350106,-90.000000,6.315061,0.021083,0.750000,0.000075,-297.009772,511.735459,0.000000,58.864395,-0.000000,0.000732,-0.000000,-0.000000,-0.000000,58.864395,-5.000000,-3.857459,1.165940,338.324058
229.002290,6.000000,-142.355292,-90.000000,6.314620,0.021081,0.750000,0.000072,-302.009822,507.878327,0.000000,58.864249,-0.000000,0.000707,-0.000000,-0.000000,-0.000000,58.864249,-5.000000,-3.856737,1.166374,338.339426
230.002300,6.000000,-142.360524,-90.000000,6.314175,0.021079,0.750000,0.000075,-307.009872,504.021915,0.000000,58.864396,-0.000000,0.000733,-0.000000,-0.000000,-0.000000,58.864396,-5.000000,-3.856009,1.166817,338.353912
231.002310,6.000000,-142.365673,-90.000000,6.313738,0.021077,0.750000,0.000074,-312.009922,500.166226,0.000000,58.864378,-0.000000,0.000730,-0.000000,-0.000000,-0.000000,58.864378,-5.000000,-3.855293,1.167251,338.369335
232.002320,6.000000,-142.370870,-90.000000,6.313296,0.021075,0.750000,0.000072,-317.009972,496.311261,0.000000,58.864219,-0.000000,0.000703,-0.000000,-0.000000,-0.000000,58.864219,-5.000000,-3.854570,1.167686,338.383755
233.002330,6.000000,-142.376070,-90.000000,6.312854,0.021073,0.750000,0.000075,-322.010022,492.457014,0.000000,58.864386,-0.000000,0.000731,-0.000000,-0.000000,-0.000000,58.864386,-5.000000,-3.853846,1.168127,338.398400
234.002340,6.000000,-142.381212,-90.000000,6.312418,0.021071,0.750000,0.000074,-327.010072,488.603489,0.000000,58.864356,-0.000000,0.000726,-0.000000,-0.000000,-0.000000,58.864356,-5.000000,-3.853131,1.168561,338.413586
235.002350,6.000000,-142.386420,-90.000000,6.311976,0.021069,0.750000,0.000072,-332.010122,484.750686,0.000000,58.864226,-0.000000,0.000704,-0.000000,-0.000000,-0.000000,58.864226,-5.000000,-3.852407,1.168997,338.428373
236.002360,6.000000,-142.391588,-90.000000,6.311537,0.021067,0.750000,0.000074,-337.010172,480.898599,0.000000,58.864375,-0.000000,0.000729,-0.000000,-0.000000,-0.000000,58.864375,-5.000000,-3.851688,1.169437,338.443406
237.002370,6.000000,-142.396725,-90.000000,6.311101,0.021065,0.750000,0.000073,-342.010222,477.047233,0.000000,58.864325,-0.000000,0.000721,-0.000000,-0.000000,-0.000000,58.864325,-5.000000,-3.850974,1.169870,338.457811
238.002380,6.000000,-142.401956,-90.000000,6.310658,0.021063,0.750000,0.000074,-347.010272,473.196586,0.000000,58.864370,-0.000000,0.000728,-0.000000,-0.000000,-0.000000,58.864370,-5.000000,-3.850247,1.170312,338.473214
239.002390,6.000000,-142.407093,-90.000000,6.310222,0.021061,0.750000,0.000073,-352.010322,469.346663,0.000000,58.864294,-0.000000,0.000715,-0.000000,-0.000000,-0.000000,58.864294,-5.000000,-3.849532,1.170745,338.487613
240.002400,6.000000,-142.412304,-90.000000,6.309780,0.021058,0.750000,0.000073,-357.010372,465.497455,0.000000,58.864271,-0.000000,0.000712,-0.000000,-0.000000,-0.000000,58.864271,-5.000000,-3.848808,1.171185,338.502759
241.002410,6.000000,-142.417427,-90.000000,6.309346,0.021056,0.750000,0.000074,-362.010422,461.648964,0.000000,58.864353,-0.000000,0.000726,-0.000000,-0.000000,-0.000000,58.864353,-5.000000,-3.848096,1.171620,338.517404
242.002420,6.000000,-142.422653,-90.000000,6.308903,0.021054,0.750000,0.000073,-367.010472,457.801194,0.000000,58.864313,-0.000000,0.000720,-0.000000,-0.000000,-0.000000,58.864313,-5.000000,-3.847370,1.172062,338.532696
243.002430,6.000000,-142.427765,-90.000000,6.308470,0.021052,0.750000,0.000074,-372.010522,453.954141,0.000000,58.864343,-0.000000,0.000724,-0.000000,-0.000000,-0.000000,58.864343,-5.000000,-3.846660,1.172495,338.547183
244.002440,6.000000,-142.432985,-90.000000,6.308028,0.021050,0.750000,0.000074,-377.010572,450.107807,0.000000,58.864351,-0.000000,0.000725,-0.000000,-0.000000,-0.000000,58.864351,-5.000000,-3.845935,1.172938,338.562569
245.002450,6.000000,-142.438091,-90.000000,6.307595,0.021048,0.750000,0.000074,-382.010622,446.262190,0.000000,58.864331,-0.000000,0.000722,-0.000000,-0.000000,-0.000000,58.864331,-5.000000,-3.845226,1.173370,338.576951
246.002460,6.000000,-142.443303,-90.000000,6.307154,0.021046,0.750000,0.000074,-387.010672,442.417289,0.000000,58.864345,-0.000000,0.000724,-0.000000,-0.000000,-0.000000,58.864345,-5.000000,-3.844502,1.173812,338.591539
247.002470,6.000000,-142.448405,-90.000000,6.306722,0.021044,0.750000,0.000073,-392.010722,438.573105,0.000000,58.864316,-0.000000,0.000719,-0.000000,-0.000000,-0.000000,58.864316,-5.000000,-3.843793,1.174244,338.606708
248.002480,6.000000,-142.453609,-90.000000,6.306282,0.021042,0.750000,0.000074,-397.010772,434.729636,0.000000,58.864338,-0.000000,0.000723,-0.000000,-0.000000,-0.000000,58.864338,-5.000000,-3.843071,1.174686,338.621446
249.002490,6.000000,-142.458785,-90.000000,6.305844,0.021040,0.750000,0.000071,-402.010822,430.886890,0.000000,58.864189,-0.000000,0.000698,-0.000000,-0.000000,-0.000000,58.864189,-5.000000,-3.842353,1.175122,338.636452
250.002500,6.000000,-142.463903,-90.000000,6.305412,0.021038,0.750000,0.000074,-407.010872,427.044853,0.000000,58.864329,-0.000000,0.000721,-0.000000,-0.000000,-0.000000,58.864329,-5.000000,-3.841642,1.175560,338.650821
251.002510,6.000000,-142.469085,-90.000000,6.304973,0.021036,0.750000,0.000071,-412.010922,423.203535,0.000000,58.864205,-0.000000,0.000701,-0.000000,-0.000000,-0.000000,58.864205,-5.000000,-3.840923,1.175998,338.666186
252.002520,6.000000,-142.474184,-90.000000,6.304542,0.021034,0.750000,0.000073,-417.010972,419.362926,0.000000,58.864320,-0.000000,0.000720,-0.000000,-0.000000,-0.000000,58.864320,-5.000000,-3.840216,1.176433,338.680548
253.002530,6.000000,-142.479377,-90.000000,6.304104,0.021032,0.750000,0.000073,-422.011022,415.523034,0.000000,58.864322,-0.000000,0.000720,-0.000000,-0.000000,-0.000000,58.864322,-5.000000,-3.839495,1.176875,338.695669
254.002540,6.000000,-142.484565,-90.000000,6.303665,0.021030,0.750000,0.000072,-427.011072,411.683862,0.000000,58.864254,-0.000000,0.000709,-0.000000,-0.000000,-0.000000,58.864254,-5.000000,-3.838775,1.177315,338.710265
255.002550,6.000000,-142.489641,-90.000000,6.303237,0.021028,0.750000,0.000073,-432.011122,407.845400,0.000000,58.864306,-0.000000,0.000718,-0.000000,-0.000000,-0.000000,58.864306,-5.000000,-3.838071,1.177748,338.724618
256.002560,6.000000,-142.494823,-90.000000,6.302799,0.021025,0.750000,0.000073,-437.011172,404.007651,0.000000,58.864312,-0.000000,0.000719,-0.000000,-0.000000,-0.000000,58.864312,-5.000000,-3.837353,1.178189,338.739969
257.002570,6.000000,-142.499938,-90.000000,6.302367,0.021023,0.750000,0.000070,-442.011222,400.170620,0.000000,58.864138,-0.000000,0.000690,-0.000000,-0.000000,-0.000000,58.864138,-5.000000,-3.836644,1.178621,338.754403
258.002580,6.000000,-142.505067,-90.000000,6.301934,0.021021,0.750000,0.000073,-447.011272,396.334293,0.000000,58.864305,-0.000000,0.000717,-0.000000,-0.000000,-0.000000,58.864305,-5.000000,-3.835932,1.179062,338.769663
259.002590,6.000000,-142.510242,-90.000000,6.301498,0.021019,0.750000,0.000073,-452.011322,392.498683,0.000000,58.864303,-0.000000,0.000717,-0.000000,-0.000000,-0.000000,58.864303,-5.000000,-3.835215,1.179503,338.784005
260.002600,6.000000,-142.515414,-90.000000,6.301062,0.021017,0.750000,0.000073,-457.011372,388.663790,0.000000,58.864300,-0.000000,0.000717,-0.000000,-0.000000,-0.000000,58.864300,-5.000000,-3.834498,1.179944,338.799345
261.002610,6.000000,-142.520475,-90.000000,6.300635,0.021015,0.750000,0.000072,-462.011422,384.829607,0.000000,58.864261,-0.000000,0.000710,-0.000000,-0.000000,-0.000000,58.864261,-5.000000,-3.833797,1.180375,338.813682
262.002620,6.000000,-142.525632,-90.000000,6.300200,0.021013,0.750000,0.000073,-467.011472,380.996130,0.000000,58.864293,-0.000000,0.000716,-0.000000,-0.000000,-0.000000,58.864293,-5.000000,-3.833082,1.180815,338.828514
263.002630,6.000000,-142.530795,-90.000000,6.299765,0.021011,0.750000,0.000073,-472.011522,377.163369,0.000000,58.864290,-0.000000,0.000715,-0.000000,-0.000000,-0.000000,58.864290,-5.000000,-3.832367,1.181256,338.843347
264.002640,6.000000,-142.535955,-90.000000,6.299330,0.021009,0.750000,0.000073,-477.011572,373.331323,0.000000,58.864287,-0.000000,0.000714,-0.000000,-0.000000,-0.000000,58.864287,-5.000000,-3.831652,1.181697,338.858340
265.002650,6.000000,-142.541016,-90.000000,6.298904,0.021007,0.750000,0.000071,-482.011622,369.499988,0.000000,58.864195,-0.000000,0.000699,-0.000000,-0.000000,-0.000000,58.864195,-5.000000,-3.830951,1.182128,338.873000
266.002660,6.000000,-142.546149,-90.000000,6.298471,0.021005,0.750000,0.000073,-487.011672,365.669354,0.000000,58.864280,-0.000000,0.000713,-0.000000,-0.000000,-0.000000,58.864280,-5.000000,-3.830240,1.182568,338.887323
267.002670,6.000000,-142.551299,-90.000000,6.298038,0.021003,0.750000,0.000073,-492.011722,361.839434,0.000000,58.864277,-0.000000,0.000713,-0.000000,-0.000000,-0.000000,58.864277,-5.000000,-3.829527,1.183008,338.902642
268.002680,6.000000,-142.556447,-90.000000,6.297604,0.021001,0.750000,0.000073,-497.011772,358.010227,0.000000,58.864274,-0.000000,0.000712,-0.000000,-0.000000,-0.000000,58.864274,-5.000000,-3.828815,1.183449,338.916964
269.002690,6.000000,-142.561591,-90.000000,6.297171,0.020999,0.750000,0.000073,-502.011822,354.181732,0.000000,58.864271,-0.000000,0.000712,-0.000000,-0.000000,-0.000000,58.864271,-5.000000,-3.828103,1.183889,338.932273
270.002700,6.000000,-142.566675,-90.000000,6.296744,0.020997,0.750000,0.000070,-507.011872,350.353947,0.000000,58.864102,-0.000000,0.000684,-0.000000,-0.000000,-0.000000,58.864102,-5.000000,-3.827399,1.184321,338.946584
271.002710,6.000000,-142.571754,-90.000000,6.296317,0.020995,0.750000,0.000072,-512.011922,346.526861,0.000000,58.864263,-0.000000,0.000711,-0.000000,-0.000000,-0.000000,58.864263,-5.000000,-3.826696,1.184759,338.961156
272.002720,6.000000,-142.576888,-90.000000,6.295885,0.020993,0.750000,0.000072,-517.011972,342.700484,0.000000,58.864262,-0.000000,0.000710,-0.000000,-0.000000,-0.000000,58.864262,-5.000000,-3.825985,1.185199,338.976198
273.002730,6.000000,-142.582020,-90.000000,6.295453,0.020991,0.750000,0.000072,-522.012022,338.874817,0.000000,58.864258,-0.000000,0.000710,-0.000000,-0.000000,-0.000000,58.864258,-5.000000,-3.825275,1.185639,338.990938
274.002740,6.000000,-142.587149,-90.000000,6.295022,0.020989,0.750000,0.000072,-527.012072,335.049860,0.000000,58.864255,-0.000000,0.000709,-0.000000,-0.000000,-0.000000,58.864255,-5.000000,-3.824566,1.186079,339.005801
275.002750,6.000000,-142.592275,-90.000000,6.294592,0.020987,0.750000,0.000072,-532.012122,331.225612,0.000000,58.864252,-0.000000,0.000709,-0.000000,-0.000000,-0.000000,58.864252,-5.000000,-3.823857,1.186519,339.020098
